,utterance,intentClass,score
4895,gg,O,0.003705064
4896,wr u suck [SEPA] and talk [SEPA] u did nothing top [SEPA] not a single shackle,E,0.90603626
4897,ain't doing shit,E,0.9521449
4898,jajaj,O,0.008903356
4899,yeah fuck it [SEPA] no carry,E,0.9688867
4900,fucking 400ms... [SEPA] fuk u windows 10 [SEPA] cant turn auto updates off.. [SEPA] fukn bullshit,E,0.98157054
4901,ty,O,0.006772118
4902,ill give u sex [SEPA] come here,O,0.57670796
4903,xd,O,0.005783994
4904,gg,O,0.003705064
4905,:DDD,O,0.015102458
4906,no bf [SEPA] 26 min [SEPA] :D [SEPA] CDEC [SEPA] AGRESSIF,O,0.22210544
4907,GG,O,0.003705064
4908,zz [SEPA] fucking rolling,E,0.9821476
4909,cent pls,O,0.020475421
4910,lol nubs,O,0.017938292
4911,GG],O,0.004201817
4912,gege,O,0.008831371
4913,:(,O,0.005048235
4914,mr mestik [SEPA] omg [SEPA] schoolboy nickname [SEPA] 100%,O,0.3946328
4915,u liar,O,0.57853496
4916,Repord,A,0.25934497
4917,rolf [SEPA] report sky mage please [SEPA] and earth,A,0.016912764
4918,hahah,O,0.005882741
4919,gg,O,0.003705064
4920,ha ha,O,0.006946986
4921,sniper win u mid hard,O,0.2332394
4922,my friends waiting for me,O,0.035156935
4923,GG,O,0.003705064
4924,fucking gay last pick,E,0.9880725
4925,our courier is stuck in tree [SEPA] ,O,0.15482026
4926,GG team,O,0.029130507
4927,yes report sf please,A,0.013406314
4928,vsem pohui [SEPA] tron prosto [SEPA] lomaite [SEPA] Cse stoyat [SEPA] Gg,O,0.08898001
4929,where did u go,O,0.010279595
4930,"commemd k,e",A,0.097044006
4931,)),O,0.006264183
4932,haha [SEPA] manta radik [SEPA] blink out,O,0.06983795
4933,Commend me :),O,0.011356252
4934,defend againts the mega,O,0.041102286
4935,"5 man, really?",O,0.02911441
4936,gee gee,O,0.010967084
4937,lmao,O,0.006989517
4938,rat is so noob,E,0.9838886
4939,gg,O,0.003705064
4940,I WANT MORE [SEPA] GANK ME WITH MORE PEOPLE [SEPA] BRING TINKER UP HERE TOO,O,0.067124
4941,i dieddddd [SEPA] omg baneeee,O,0.025741478
4942,lol,O,0.003834314
4943,gg,O,0.003705064
4944,he did a good job on team fights [SEPA] you was the one dying [SEPA] every [SEPA] single [SEPA] time,O,0.42270568
4945,lol,O,0.003834314
4946,wow [SEPA] cumback,E,0.054393254
4947,grats u won a 5v4,O,0.044413052
4948,gg wp,O,0.004298163
4949,,O,0.004165188
4950,gg,O,0.003705064
4951,WOWO,O,0.010034406
4952,were aliev dumbcunt,O,0.6312448
4953,REPORT TOP,A,0.012558933
4954,hahahah,O,0.006257259
4955,:D [SEPA] TY!!!,O,0.00888581
4956,no duels today,O,0.021937478
4957,Wahahhah,O,0.015649099
4958,gg wp,O,0.004298163
4959,FU  [SEPA] ALCHE,E,0.3943534
4960,as if,O,0.007026235
4961,f [SEPA] f [SEPA] throne pls [SEPA] just finis [SEPA] h [SEPA] can u insult us in english pls,I,0.09955841
4962,you really are retarded,E,0.9705711
4963,just leave,O,0.009156518
4964,easy [SEPA] meepo suck,E,0.9483408
4965,hahahhahaa,O,0.007166299
4966,gg,O,0.003705064
4967,CRY MORE PLZ AA,O,0.09947618
4968,rekt,O,0.044940688
4969,5 [SEPA] 4,A,0.3547501
4970,nice [SEPA] g,A,0.00866331
4971,GG,O,0.003705064
4972,all g,A,0.006287208
4973,commend dazzle,A,0.016937012
4974,Warded [SEPA] I mean [SEPA] What,O,0.016405687
4975,vs this ls sf,O,0.009732731
4976,lol,O,0.003834314
4977,gg,O,0.003705064
4978,got maleware ?,O,0.03524818
4979,;),O,0.004957139
4980,am [SEPA] you cant stop us [SEPA] you noob,E,0.98435205
4981,ROFL,O,0.008073466
4982,gg,O,0.003705064
4983,haha,O,0.005444543
4984,wb,O,0.00794615
4985,ez every lane really,I,0.98888946
4986,lol,O,0.003834314
4987,Wtf,O,0.006190833
4988,happy def,O,0.044151418
4989,zeus,O,0.00884863
4990,you should pause bitches,E,0.9714688
4991,:)),O,0.006101526
4992,no team spirit,O,0.106653385
4993,omg thos shit bristle [SEPA] omg,E,0.9589425
4994,rofl bh,O,0.010019756
4995,.!.,O,0.006249715
4996,lol,O,0.003834314
4997,creatyre,O,0.008880222
4998,nina rata,O,0.036975373
4999,gg [SEPA] idiot my team,E,0.983116
5000,gg wp,O,0.004298163
5001,,O,0.004165188
5002,and cry,I,0.056753717
5003,GG,O,0.003705064
5004,gg,O,0.003705064
5005,wr push top,A,0.010017782
5006,SEE,O,0.007199028
5007,..,O,0.005129663
5008,?,O,0.005423264
5009,REALLY? [SEPA] 1 way,O,0.014788048
5010,troll u need bf [SEPA] for megas,O,0.15187357
5011,very sweet,O,0.035091665
5012,gg,O,0.003705064
5013,very,O,0.006359381
5014,she is a carry? [SEPA] i can report,A,0.025797252
5015,ok,O,0.005705491
5016,gg wp,O,0.004298163
5017,haha,O,0.005444543
5018,Ez for me,I,0.98996955
5019,WD OWNITTT,O,0.012713626
5020,just a try,O,0.016517414
5021,retard luna,A,0.94110245
5022,HAHAH [SEPA] HAHA,O,0.007712153
5023,=)))))))))))))),O,0.034050167
5024,G G,A,0.004407579
5025,report sf,A,0.019003164
5026,ye,O,0.004787182
5027,No wards,O,0.12996781
5028,:'(,O,0.005388502
5029,gege,O,0.008831371
5030,Ez,I,0.9906709
5031,j00ked,O,0.005917837
5032,ur es too [SEPA] fucker [SEPA] Hahah,E,0.96385705
5033,alch dont rosh yet! [SEPA] dont do it solo,O,0.019647503
5034,mirana 20 min midas [SEPA] all is ok [SEPA] no [SEPA] not 20 [SEPA] sry [SEPA] 23,O,0.13383435
5035,manta dodge aiiiii,O,0.020083534
5036,haha,O,0.005444543
5037,gg,O,0.003705064
5038,waaat,O,0.008201342
5039,g,A,0.004313199
5040,OFCI CANT U FUCKING FEEDER,E,0.98865056
5041,fuck you,E,0.97931457
5042,Ez eni,I,0.9876581
5043,wp [SEPA] fucking support,E,0.9838321
5044,just online,A,0.037347607
5045,his era is done [SEPA] who cares,O,0.10977524
5046,wtf,O,0.006190833
5047,HAHA [SEPA] AM [SEPA] NOOB [SEPA] go def,E,0.98312414
5048,=),O,0.007486408
5049,ez mmr,I,0.9898437
5050,??,O,0.006067504
5051,gg wp,O,0.004298163
5052,hope its coming [SEPA] hahaha,O,0.010645061
5053,so ez,I,0.9898197
5054,report invoker for feed,A,0.3437474
5055,Fucking weeb.,E,0.9894935
5056,okey,O,0.006498399
5057,geh,O,0.006401877
5058,gg [SEPA] boys,O,0.009504356
5059,?,O,0.005423264
5060,clinks why you eat creeps bro,O,0.08318483
5061,no [SEPA] farm time,O,0.098450065
5062,wait for him,O,0.006586055
5063,Ensd [SEPA] END,O,0.00748498
5064,gg,O,0.003705064
5065,i think rubick deserved this,O,0.050643817
5066,nicee noobs [SEPA] realy gj,E,0.9866903
5067,u win [SEPA] omg what a skill play [SEPA] mlg [SEPA] 9999k mmr,O,0.2309694
5068,ggwp,O,0.003610623
5069,gg wp,O,0.004298163
5070,wp qop,O,0.008868169
5071,he is FUCKING DENDI COMPARED TO WHAT I HAVE IN GRP [SEPA] so plz [SEPA] shut the fuck up,E,0.98311806
5072,gg,O,0.003705064
5073,lol [SEPA] lol,O,0.004631312
5074,WTF,O,0.006190833
5075,people who random in ranked dont deserve anything [SEPA] not even flaming,O,0.15673208
5076,for a good game,O,0.026537593
5077,please?,O,0.005154356
5078,vajayjay,O,0.010354012
5079,hahaha,O,0.006264759
5080,hahaha,O,0.006264759
5081,unpause,A,0.013273001
5082,end up me and the carries [SEPA] LOL,O,0.017902693
5083,gG,O,0.003705064
5084,?,O,0.005423264
5085,counterpicker [SEPA] get fucked,O,0.9687308
5086,FUCK YOU KOTL,E,0.98015666
5087,),O,0.005761871
5088,rekt,O,0.044940688
5089,wtf lina rly 2k,O,0.03823268
5090,how the fuck u aim me kids,E,0.97164166
5091,lol,O,0.003834314
5092,def for a while guys,O,0.040519044
5093,+,O,0.00615749
5094,ME,O,0.009238366
5095,too ez,I,0.9892315
5096,youjizz?,O,0.025933621
5097,close game,O,0.013855724
5098,0)),O,0.08091457
5099,1:23 left,O,0.022176052
5100,u have dick [SEPA] but too small,E,0.85235494
5101,((((,O,0.009119866
5102,f9,O,0.006458096
5103,gg 5k [SEPA] team [SEPA] flaming [SEPA] russians xd,E,0.39723328
5104,rofl [SEPA] gg,O,0.006573709
5105,we got a 3.8k against 2k  solo  [SEPA] 2 5k,O,0.6422243
5106,ez mid,I,0.9909566
5107,i will find u again,O,0.02417418
5108,team noobs,E,0.985919
5109,;c,O,0.004096889
5110,yes,O,0.00538252
5111,NOOB LC,E,0.9827436
5112,like that we end faster [SEPA] okok,O,0.02215343
5113,wait 2 weeks,A,0.06788181
5114,END NA NAMIN HA [SEPA] ^_^,O,0.007746695
5115,HAHA,O,0.005444543
5116,lele,O,0.005117306
5117,COOOOOOOMEEEEND,A,0.13552248
5118,may as well just let it end lads,O,0.017211802
5119,pl u dotn take ult and next talk aabut 1 vs1,O,0.07169577
5120,^^,O,0.006159399
5121,ty,O,0.006772118
5122,slow death,O,0.031881247
5123,youjizz,O,0.03252228
5124,WHYYYYYYYYYY,O,0.010528266
5125,actually im going mid  [SEPA] with winte [SEPA] winter [SEPA] sf is playing support he said,O,0.10621511
5126,and waste time,O,0.03318559
5127,report wr pls [SEPA] PLS,A,0.022558423
5128,gg wp,O,0.004298163
5129,rekt,O,0.044940688
5130,report es,A,0.010719587
5131,b qop [SEPA] take care of your self haha [SEPA] i said b lol haha,O,0.06102186
5132,okay,O,0.013485195
5133,oh 4 *,O,0.014926081
5134,or dc?,O,0.00868927
5135,sorry guys im a bad support,O,0.07598709
5136,invoker fuckker,E,0.98261833
5137,fast plz,O,0.023288041
5138,wrecked,O,0.06258729
5139,nice ulti omni,O,0.07829769
5140,ez,I,0.9906709
5141,rofl,O,0.008073466
5142,close game ...,O,0.013250126
5143,ez,I,0.9906709
5144,glhf,O,0.003629706
5145,youmadbro?,O,0.034138706
5146,gG,O,0.003705064
5147,END FAST,O,0.010940568
5148,wp [SEPA] gg wp,O,0.005889069
5149,can you please leave the enigma alone?,O,0.03347759
5150,lol,O,0.003834314
5151,Why are you mad man,O,0.35987824
5152,cuz you [SEPA] you know,O,0.7878226
5153,+++,O,0.015523406
5154,gg,O,0.003705064
5155,passsion over,O,0.017770449
5156,ya,O,0.006155929
5157,just end it,O,0.007484462
5158,hahahahah,O,0.00688863
5159,CUMBACK,E,0.13400759
5160,dont know his guys,O,0.017538635
5161,dude how does it feel  [SEPA] to play so fucking bad [SEPA] and win the game [SEPA] alchemist ?,E,0.9763557
5162,sure,O,0.010359842
5163,gl hf,O,0.004906904
5164,feed.com [SEPA] pudge website [SEPA] wow [SEPA] that hook,O,0.2530549
5165,lol,O,0.003834314
5166,no we r slayers,O,0.16727138
5167,tiny go,O,0.02230458
5168,WP,O,0.004130142
5169,well [SEPA] you may push [SEPA] and report invoker [SEPA] feed,A,0.38982072
5170,finnaly,O,0.33821726
5171,lol,O,0.003834314
5172,:(,O,0.005048235
5173,practice game lol,O,0.10316411
5174,lol slarda pick,O,0.01373261
5175,)),O,0.006264183
5176,im russian,O,0.0640958
5177,kycha ? [SEPA] s soboy nosyat,O,0.03242945
5178,rofl,O,0.008073466
5179,!!!!!!!!!!!!!!!!!!!!!!!!!!!!! [SEPA] our PA is dead man [SEPA] we won't do stuff and things that would require a dead WK,O,0.1017333
5180,ur team didnt want to wait one,O,0.02334217
5181,ez [SEPA] ez [SEPA] ez,I,0.9908805
5182,commend me [SEPA] haha,A,0.012223282
5183,you cant even read cunt,E,0.050761193
5184,please help us [SEPA] report naix and slardar [SEPA] SO SAD [SEPA] and they blame lag [SEPA] wtf? [SEPA] wowowowow,A,0.05048645
5185,yep wp pa [SEPA] wow [SEPA] pa ur relly good,O,0.037831776
5186,ez hook,I,0.98880184
5187,he said g,A,0.007182718
5188,Yeah' [SEPA] Sure,O,0.017355168
5189,recomenden mrdas,A,0.014037344
5190,oO [SEPA] am i crying ?,I,0.15122193
5191,very very nice,O,0.008190241
5192,nice arrow all nice brother [SEPA] :D [SEPA] gg,O,0.01609434
5193,gg,O,0.003705064
5194,HAHA,O,0.005444543
5195,???,O,0.006783488
5196,Hahahah,O,0.006257259
5197,commend GabeN,O,0.026433885
5198,GG,O,0.003705064
5199,wow,O,0.006569161
5200,fuck this puck [SEPA] dumb shit [SEPA] player,E,0.98409593
5201,PAUSE AND SKILL [SEPA] WTF? [SEPA] PLAY FAIR,A,0.017664336
5202,"lol, we playing even am part",O,0.014479574
5203,gg,O,0.003705064
5204,i really hope he will go to ur game if u dont report him [SEPA] sf is btmm,A,0.08648699
5205,"you re welcome to report necro, hasnt bought anything since boots and null [SEPA] :( and is afk farming [SEPA] sad times",A,0.61361676
5206,cYKA RUSSIAN NOOBS,E,0.9828431
5207,idiot maxed refraction instead of meld,E,0.9720462
5208,hmmmm [SEPA] no [SEPA] ur team good [SEPA] is not enough,O,0.0986816
5209,ez,I,0.9906709
5210,Ez mid zz,I,0.98473585
5211,foook,O,0.015234608
5212,pick doom ore [SEPA] more,O,0.040976413
5213,gaycumback,E,0.88680416
5214,ez,I,0.9906709
5215,gg,O,0.003705064
5216,come,O,0.006048927
5217,><,O,0.006234957
5218,ahahaha,O,0.005207344
5219,fuck winrun,E,0.9733392
5220,dumb [SEPA] 4 vs 5 ? [SEPA] u say ez? [SEPA] haha,E,0.9873449
5221,whom could echo u on mid [SEPA] but he waited,O,0.014006057
5222,ehh,O,0.005260498
5223,i like 4500 team],O,0.026410881
5224,oh wow he [SEPA] x,O,0.008215414
5225,EZ,I,0.9906709
5226,ty,O,0.006772118
5227,about 10 bu ks [SEPA] bucks,O,0.11267912
5228,WTF,O,0.006190833
5229,ggpw,O,0.008013672
5230,he invoker,O,0.039569654
5231,add me for 1v1 [SEPA] anyone,O,0.023625052
5232,? [SEPA] lichg is afk [SEPA] ROFL,A,0.019621717
5233,gg wp,O,0.004298163
5234,BTW WP ES AND DISRUP,O,0.00795704
5235,wtf [SEPA] can u have more shit ?,E,0.9767397
5236,blyat,O,0.007350905
5237,ggwp [SEPA] maiden jungla co midas [SEPA] best pick,O,0.0531103
5238,:PP,O,0.005363818
5239,pls [SEPA] pls pause [SEPA] he back lol [SEPA] ty,A,0.00910952
5240,come at me brah,O,0.00752185
5241,howlonghave u played dota for ?,I,0.02096243
5242,gl in 4k terribles,I,0.060437396
5243,NICE 3K IO,I,0.054692786
5244,lol,O,0.003834314
5245,cumbak,O,0.22640531
5246,LOL? MID? GG [SEPA] STORM CANT EVEN GANK RIGHT [SEPA] I FAIL? [SEPA] LOL?,O,0.01827266
5247,then maybe you should gank mid?,O,0.014593381
5248,cant win so u need to force it unpause? [SEPA] enjoy ur 25 mmr from 2k,A,0.18969092
5249,nice reaction [SEPA] noob,E,0.98613054
5250,slark?,O,0.02299609
5251,he can escape,O,0.028523186
5252,gg commend my team,A,0.04072865
5253,hehehehe,O,0.006284507
5254,mid pugde ahah [SEPA] dota  [SEPA] 1,O,0.06396495
5255,[SEPA] dont worry i believe you ,O,0.018988749
5256,WP WR,O,0.006471067
5257,yea,O,0.005192353
5258,gg,O,0.003705064
5259,Gg,O,0.003705064
5260,doom,O,0.016145835
5261,maiy ha phor mg bc,O,0.020841483
5262,:),O,0.005566981
5263,GG CM,O,0.007801484
5264,y u no pause for me [SEPA] feggots,A,0.57450384
5265,with the amount of late game carrys and midas on our team we need three games to get farmed,O,0.15234572
5266,how the fuck i got slark and antimage [SEPA] damn,E,0.963808
5267,Wtf [SEPA] report,A,0.023342349
5268,burn that mana ! [SEPA] haha,O,0.014204813
5269,^^,O,0.006159399
5270,ez,I,0.9906709
5271,AM [SEPA] :/,O,0.014805425
5272,OKEY [SEPA] RETARDS,E,0.9528844
5273,..,O,0.005129663
5274,2-8 meepo yes im noob XD,E,0.984837
5275,dw elad will carry us',O,0.010738378
5276,you will learn in some years,O,0.020682191
5277,me noob???,E,0.9866463
5278,farm alch pick after AM,O,0.09472189
5279,boludo [SEPA] me diz como se siente,O,0.39634976
5280,WTF that tide,O,0.009177567
5281,since game start,O,0.021063503
5282,?,O,0.005423264
5283,no [SEPA] but [SEPA] this trash [SEPA] has no right to blame,E,0.96796924
5284,what is it huskar/,O,0.048029065
5285,with ES [SEPA] too,O,0.006463352
5286,gordito pavo,O,0.16579837
5287,wait,A,0.007002303
5288,oo,O,0.005819653
5289,THE HOOKS [SEPA] win games,O,0.03398951
5290,fu,E,0.28431487
5291,baby dont hurt me,O,0.8349513
5292,:DDDDDDDDDDDDDD,O,0.05751974
5293,how are u not boring of playing tower defance [SEPA] go play spin td [SEPA] ffs,O,0.13522643
5294,gg,O,0.003705064
5295,is he coming back?,A,0.010674777
5296,ez wr,I,0.9829495
5297,./.,O,0.006806187
5298,happy def  :),O,0.026321938
5299,fuck block,E,0.977303
5300,SAD,E,0.01009729
5301,JUST LUCKY ASSHOLE,E,0.9851698
5302,XD,O,0.005783994
5303,gg,O,0.003705064
5304,lmao [SEPA] RNG 2 strong,O,0.024453733
5305,why he crying,O,0.076957546
5306,gg,O,0.003705064
5307,GGWP,O,0.003610623
5308,b,O,0.005477437
5309,kawawa mo,O,0.020740703
5310,over confident [SEPA] noob,E,0.9856549
5311,lol [SEPA] gagos [SEPA] gg noobs,E,0.98054254
5312,qop i was rooting for your team,O,0.03462969
5313,no pause ?,A,0.008999839
5314,....,O,0.005392666
5315,3,O,0.038420558
5316,ok,O,0.005705491
5317,useless injoker,E,0.87791395
5318,INVOKER [SEPA] WP,O,0.031493854
5319,gg hooks,O,0.0115784
5320,thank you,O,0.008028664
5321,REPORT [SEPA] LOW PRIORITY,A,0.06510225
5322,?,O,0.005423264
5323,eat dicks,E,0.9530721
5324,afk mc [SEPA] CM,A,0.022114377
5325,be [SEPA] tusklar [SEPA] bye,O,0.11202416
5326,ty,O,0.006772118
5327,gg,O,0.003705064
5328,ogre go bot,O,0.012878737
5329,XD,O,0.005783994
5330,rofl,O,0.008073466
5331,end mid,O,0.01952326
5332,lghf [SEPA] idk what the lg means,O,0.00544375
5333,H [SEPA] just try it [SEPA] idonjt think they will attack you,O,0.021038119
5334,i feel bad for winning this [SEPA] sry,O,0.06843426
5335,I thought canadians were meant to be polite,E,0.008896365
5336,good question,O,0.007432536
5337,LOL,O,0.003834314
5338,gg,O,0.003705064
5339,comend offlane zeus and ES la,A,0.012239805
5340,tat was close,O,0.005950861
5341,useless supports are friends [SEPA] lol [SEPA] look it,E,0.7034579
5342,we won [SEPA] and a win is a win,O,0.01245736
5343,who resume [SEPA] its your team,O,0.03758593
5344,4k,O,0.09780321
5345,No def please,O,0.035120454
5346,chill [SEPA] dallae dont play in this match,O,0.10368675
5347,haha,O,0.005444543
5348,the mole man [SEPA] thnx,O,0.02368708
5349,LOL [SEPA] slark paused it,A,0.010469042
5350,gg ez,I,0.9829404
5351,we dont care invo,O,0.014711096
5352,gg end,O,0.004235027
5353,realy [SEPA] win plsss,O,0.023586167
5354,end [SEPA] no def,O,0.03272894
5355,ez mid,I,0.9909566
5356,so shy [SEPA] wow [SEPA] i swear that like,O,0.028134806
5357,Que izi :v,E,0.27011588
5358,shhhh,O,0.007492558
5359,sure ro [SEPA] bro [SEPA] :D,O,0.016454233
5360,thanks for free gold mid,O,0.014299471
5361,say some more dude [SEPA] fuck my stats,E,0.9701046
5362,rekt,O,0.044940688
5363,wp spectre i guess,O,0.012660091
5364,ez,I,0.9906709
5365,> realized that was real,O,0.01292265
5366,hes a grub [SEPA] dirty,O,0.37926874
5367,gg,O,0.003705064
5368,lol,O,0.003834314
5369,how manyu time u escape from them? [SEPA] noob,E,0.9851326
5370,who won?,O,0.00666981
5371,check my hero history lol,O,0.03999025
5372,fucking ddosser,E,0.9863305
5373,god dammit [SEPA] rubrick [SEPA] wtf,E,0.19858116
5374,wat abt me,O,0.028970176
5375,is it clear cm?,O,0.015905054
5376,mvp creep,O,0.016557423
5377,ez [SEPA] Ez [SEPA] lol,I,0.9897383
5378,./.,O,0.006806187
5379,?,O,0.005423264
5380,gg,O,0.003705064
5381,wait wait,A,0.009288777
5382,lobby?,O,0.006519358
5383,i used [SEPA] 6 diffusal charges [SEPA] on myself [SEPA] literally [SEPA] baited,O,0.2645021
5384,nah nah,O,0.014118869
5385,bully sf like bull blind kid,I,0.92203075
5386,need rc,O,0.005312649
5387,GG,O,0.003705064
5388,than 5 position rubik [SEPA] good lord,O,0.21460329
5389,5vs1 no desable ?,O,0.029734505
5390,hah,O,0.0055283
5391,nice,O,0.006206581
5392,pepe from peru [SEPA] we lost,E,0.1598126
5393,gg,O,0.003705064
5394,lol,O,0.003834314
5395,k,O,0.004262147
5396,no what ?,O,0.013173505
5397,EZ,I,0.9906709
5398,gj noob am [SEPA] AUTISM !,E,0.98560876
5399,530 g wtf,A,0.010139534
5400,EZ,I,0.9906709
5401,its okay [SEPA] HAHAHA,O,0.01637665
5402,k just sit mid all game [SEPA] and  get nothing [SEPA] still win somehow I guesss [SEPA] can u fuck off?,E,0.9292284
5403,chill dude,O,0.09586462
5404,draft no skills,O,0.015196683
5405,i am support with more kills than carries,I,0.04160325
5406,oh hes 2k [SEPA] lol,I,0.028572487
5407,with support razor,O,0.012676319
5408,and so?,O,0.006665826
5409,later u ask him,O,0.020038754
5410,Rc [SEPA] he said,O,0.00535404
5411,Are u sir?) [SEPA] HAH [SEPA] EZ) [SEPA] U ALL DUE [SEPA] DUE [SEPA] DIE [SEPA] EZ [SEPA] BABY,I,0.9861021
5412,you have recfraction ROFL,O,0.013650754
5413,whom u talking to voker?,O,0.06631074
5414,stoP show [SEPA] madda [SEPA] zzz [SEPA] gg ogld,O,0.07883932
5415,hahaha,O,0.006264759
5416,Gorrila Dunk,O,0.03562776
5417,really my carry,O,0.016616154
5418,ggwp,O,0.003610623
5419,GG CARRY,O,0.011652566
5420,Lol,O,0.003834314
5421,?,O,0.005423264
5422,whatever it felt good,O,0.007678373
5423,WOW,O,0.006569161
5424,gago,O,0.10852406
5425,how exactly?,O,0.005884919
5426,easy,I,0.023902053
5427,haha,O,0.005444543
5428,report shtorm pls,A,0.059303474
5429,gg,O,0.003705064
5430,4-Dec,O,0.20910993
5431,gg,O,0.003705064
5432,ez 25,I,0.9908585
5433,ulul,O,0.009803275
5434,RAPED BY ABBADONG,E,0.3841672
5435,don't worry i say that my team is lose of u [SEPA] hah [SEPA] HAH [SEPA] HAHA [SEPA] so boring game [SEPA] end fast,O,0.18829888
5436,GG team,O,0.029130507
5437,nice ult blue,O,0.010787478
5438,gl in frankfurt,O,0.01558672
5439,stfu u noob as shit [SEPA] thinking dual top would of help me,E,0.98966634
5440,i smoke [SEPA] and it breakes [SEPA] And bounty doesnt dust [SEPA] ..,O,0.26004705
5441,those too,O,0.009776709
5442,ez mid,I,0.9909566
5443,but that too much,O,0.010168003
5444,hahahaha [SEPA] TOO BAD ES,O,0.049004238
5445,nab,O,0.00630213
5446,gl,O,0.00401673
5447,relax,O,0.018548293
5448,BACK HERE BB,O,0.007582029
5449,g?,A,0.00452699
5450,raise,O,0.008347841
5451,PRO AXE :V,O,0.014370998
5452,rq,O,0.012137395
5453,haha,O,0.005444543
5454,),O,0.005761871
5455,gg] [SEPA] report alch,A,0.031933013
5456,because u guys 5 range,O,0.058982916
5457,tricked,O,0.12148042
5458,idiots no ganker,E,0.9255035
5459,team afk [SEPA] go fast throne,A,0.07225235
5460,gg,O,0.003705064
5461,end pls [SEPA] i dunwan suffer,O,0.017181668
5462,golden weapon,O,0.023953717
5463,but i love u,O,0.023620145
5464,ez lina? hahaha,I,0.9885998
5465,sAD [SEPA] PUDGE,O,0.04908274
5466,what do u mean,O,0.022525249
5467,w8 [SEPA] Internet,A,0.069948405
5468,wp naga,O,0.007932179
5469,disgrace,O,0.014046988
5470,15 min,O,0.012850143
5471,xaxaxaxaxaxaxaxaxa,O,0.039128236
5472,?,O,0.005423264
5473,BAITED [SEPA] NIGGER,E,0.21387069
5474,not because you are good,O,0.016847337
5475,wadhawdujaw [SEPA] 0-6-3 [SEPA] rage quit,I,0.899462
5476,gg wp,O,0.004298163
5477,report am,A,0.016883012
5478,ez like my dick,E,0.99022865
5479,faggot,E,0.51522595
5480,bitach,E,0.06864289
5481,"he is online, just reconnecting",A,0.0209625
5482,WHO DEAD?!,O,0.025607917
5483,yea lol [SEPA] i lived [SEPA] but barely,O,0.012631805
5484,gg,O,0.003705064
5485,REPORT WISP [SEPA] OMG,E,0.091245025
5486,lol,O,0.003834314
5487,gg,O,0.003705064
5488,yea,O,0.005192353
5489,blaming time,O,0.032050513
5490,ya [SEPA] sure,O,0.010672394
5491,close game,O,0.013855724
5492,lol [SEPA] wp SD,O,0.012144836
5493,?,O,0.005423264
5494,damm it [SEPA] licky slark,I,0.13270964
5495,look,O,0.009401183
5496,gg,O,0.003705064
5497,lol [SEPA] want paus? [SEPA] really? [SEPA] ES,O,0.008908196
5498,?,O,0.005423264
5499,stun slow walk towards bottle lose game [SEPA] LOL [SEPA] what a fuck up,E,0.9518765
5500,GGwp all,O,0.005445777
5501,Rq,O,0.012137395
5502,jug [SEPA] kill me pls,O,0.12165694
5503,"EZ MID? [SEPA] templar, EZ MID?",I,0.9910268
5504,mirana core,O,0.013117592
5505,wow report me for no wards,A,0.022499943
5506,akoy g [SEPA] GoD,A,0.05159256
5507,im not new to doto,O,0.012092266
5508,Hahahahaha,O,0.007855045
5509,WP,O,0.004130142
5510,SHUT UP u,E,0.45135286
5511,rekt,O,0.044940688
5512,lol np [SEPA] hill trolls?,O,0.027367026
5513,the rare time that a supp pick gets blamed [SEPA] ),O,0.19843607
5514,Pudge ,O,0.024869977
5515,1,O,0.05068273
5516,get this slark into ur team [SEPA] 6k moron,E,0.2651087
5517,come on man,O,0.008923217
5518,def idiots [SEPA] def hey idiots [SEPA] hey noob deef,E,0.98587716
5519,merica [SEPA] fk yea,E,0.68665594
5520,haha,O,0.005444543
5521,as long as pa 025,I,0.009861383
5522,gg,O,0.003705064
5523,AM SO FAT,O,0.096964136
5524,wrong way lion,O,0.027365612
5525,lol [SEPA] no one cares,O,0.09934981
5526,necro noob,E,0.9824088
5527,gG,O,0.003705064
5528,e,O,0.7639656
5529,ON  8 min,O,0.03619094
5530,Ok  [SEPA] huesos,O,0.013686677
5531,wat eva,O,0.023255335
5532,noooo [SEPA] whyyyy [SEPA] why lc,O,0.016761545
5533,hahahahaha [SEPA] :))),O,0.009308552
5534,you're a big guy,O,0.5352544
5535,0 damage duels,I,0.061022926
5536,Just end.. We are no defeding.,O,0.055141646
5537,and why do we care? god,O,0.012859819
5538,+,O,0.00615749
5539,end [SEPA] nice game [SEPA] hahahaha,O,0.037426997
5540,`trk1j325rj123,O,0.010346661
5541,AHAHHAA,O,0.01034173
5542,yes,O,0.00538252
5543,gg wp,O,0.004298163
5544,ggwp,O,0.003610623
5545,lel,O,0.004434214
5546,gg,O,0.003705064
5547,Greedy`s goof [SEPA] good,O,0.2813459
5548,See that Tide?,O,0.008034677
5549,thought we lost that [SEPA] we did play bad,O,0.020377556
5550,what [SEPA] hahaha [SEPA] am says qop sucks hahahahhaha,E,0.42878035
5551,nc arrow,O,0.008443222
5552,omg,O,0.007064862
5553,good team,O,0.02681704
5554,much 6.2k,O,0.050555535
5555,why,O,0.006122117
5556,gg,O,0.003705064
5557,izi [SEPA] gg,I,0.54130435
5558,LOL,O,0.003834314
5559,haha [SEPA] dont agro,O,0.02195199
5560,8/0 vs 0/8 [SEPA] wat a game,O,0.79945403
5561,YOU KIDS DON'T HAVE MONEY TO PLAY ?,E,0.61092377
5562,noob wr,E,0.9826842
